
%7|1564074178.298|COORDSET|rdkafka#consumer-1| [thrd:main]: Group "My-group3" coordinator set to broker localnosql1:9092/0
%7|1564074178.298|CGRPSTATE|rdkafka#consumer-1| [thrd:main]: Group "My-group3" changed state wait-coord -> wait-broker-transport (v1, join-state init)
%7|1564074178.298|BROADCAST|rdkafka#consumer-1| [thrd:main]: Broadcasting state change
%7|1564074178.298|NODENAME|rdkafka#consumer-1| [thrd:main]: GroupCoordinator: Broker nodename changed from "" to "localnosql1:9092"
%7|1564074178.298|CONNECT|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator/0: Received CONNECT op
%7|1564074178.298|STATE|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator: Broker changed state INIT -> TRY_CONNECT
%7|1564074178.298|BROADCAST|rdkafka#consumer-1| [thrd:GroupCoordinator]: Broadcasting state change
%7|1564074178.298|CGRPQUERY|rdkafka#consumer-1| [thrd:main]: y,y.y.y:9092/bootstrap: Group "My-group3": querying for coordinator: intervaled in state wait-broker-transport
%7|1564074178.298|BROKERFAIL|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator: failed: err: Local: Broker node update: (errno: Success)
%7|1564074178.298|FAIL|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator: Closing connection due to nodename change (after 0ms in state TRY_CONNECT)
%7|1564074178.298|STATE|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator: Broker changed state TRY_CONNECT -> DOWN
%7|1564074178.298|BROADCAST|rdkafka#consumer-1| [thrd:GroupCoordinator]: Broadcasting state change
%7|1564074178.298|BUFQ|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator/0: Purging bufq with 0 buffers
%7|1564074178.298|BUFQ|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator/0: Purging bufq with 0 buffers
%7|1564074178.298|BUFQ|rdkafka#consumer-1| [thrd:GroupCoordinator]: GroupCoordinator/0: Updating 0 buffers on connection reset
